,,,,,," 47,648,547 ",," 4,650,651 "," 13,271,937 "," 36,736,746 "," 28,129,290 "," 5,777,613 "," 19,078,606 "," 14,630,240 "," 14,407,859 "," 16,707,719 "," 14,235,515 "," 37,181,152 "," 3,975,351 "," 10,154,358 "," 27,817,072 "," 20,287,608 "," 8,003,960 "," 21,580,925 "," 882,066 ", -   , -   ," 15,047,395 "," 25,664,832 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,,,,,,Populaton,, Previous Year's Clusters' PiN ,,,,,,,,,,, Current Clusters' PiN ,,,,,,,,,,,Absolute PiN Differences,,,,,,,,,,,% PiN Differences,,,,,,,,,,,,,,,,,,,,,,,,,
 Admin 1 , Admin 1 P-Code , Admin 2 , Admin 2 P-Code , Admin 3 , Admin 3 P-Code , Population , Population Group , Site Management - Old , Education Old , Food Security and Livlihoods Old , Health Old , Nutrition Old , Protection Old , CP Old  , GBV Old , Mine Action Old , Shelter NFI Old , WASH Old , Site Management - New , Education New , Food Security and Livlihoods New , Health New , Nutrition New , Protection New , CP New , GBV New , Mine Action New , Shelter NFI New , WASH New , PiN Difference for Site Management  , PiN Difference for Education , Food Security and Livlihoods , PiN Difference for Health  , PiN Difference for Nutrition , PiN Difference for Protection , PiN Difference CP , PiN Difference GBV  , PiN Difference for Mine Action  , PiN Difference for Shelter NFI ,PiN Difference for WASH,Site Management ,Education,Food Security and Livlihoods2,Health ,Nutrition,Protection,CP,GBV,Mine Action ,Shelter NFI ,WASH2,,,,,,,,,,,,,,,
Northern,SD17,Al Burgaig,SD17016,,," 59,772 ", IDPs ," 17,932 "," 10,759 "," 42,319 "," 35,863 "," 5,088 "," 29,886 "," 34,220 "," 29,887 "," 29,886 "," 14,547 "," 42,864 ", -   ," 1,672 "," 9,125 ", -   ," 9,125 ", -   , -   ,,, -   , -   ,," -9,087 "," -33,194 ",," 4,037 ",,,,,,,-100%,-80%,-80%,-100%,80%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
Northern,SD17,Dongola,SD17017,,," 56,350 ", IDPs ," 16,905 "," 10,143 "," 39,896 "," 33,810 "," 5,274 "," 28,175 "," 32,261 "," 39,445 "," 28,175 "," 27,577 "," 24,332 ", -   ," 14,710 "," 45,059 ", -   ," 15,077 "," 45,059 ", -   ,,," 25,033 "," 45,059 ",," 4,567 "," 5,163 ",," 9,803 "," 16,884 ",,,," -2,544 "," 20,727 ",-100%,50%,10%,-100%,190%,60%,-100%,,,-10%,90%,,,,,,,,,,,,,,,
Northern,SD17,Al Golid,SD17018,,," 60,442 ", IDPs ," 6,045 "," 10,880 "," 42,793 "," 36,265 "," 4,995 "," 30,221 "," 34,603 "," 42,310 "," 30,221 "," 14,597 "," 25,808 ", -   ," 6,409 "," 32,480 ", -   ," 10,203 "," 30,492 ", -   ,,," 23,716 ", -   ,," -4,471 "," -10,313 ",," 5,208 ", 271 ,,,," 9,119 ",,-100%,-40%,-20%,-100%,100%,0%,-100%,,,60%,-100%,,,,,,,,,,,,,,,
Northern,SD17,Ad Dabbah,SD17019,,," 66,310 ", IDPs ," 19,893 "," 11,936 "," 46,947 "," 39,786 "," 4,174 "," 33,155 "," 37,963 "," 46,417 "," 33,155 "," 17,728 "," 45,591 "," 82,932 "," 21,127 "," 88,856 "," 73,335 "," 19,822 "," 58,125 ", -   ,,," 70,755 "," 88,856 "," 63,039 "," 9,191 "," 41,909 "," 33,549 "," 15,648 "," 24,970 ",,,," 53,027 "," 43,265 ",320%,80%,90%,80%,370%,80%,-100%,,,300%,90%,,,,,,,,,,,,,,,
Northern,SD17,Merwoe,SD17020,,," 79,388 ", IDPs ," 23,817 "," 14,290 "," 56,207 "," 47,633 "," 4,425 "," 39,694 "," 45,449 "," 55,572 "," 39,694 "," 21,108 "," 35,177 ", -   ," 18,859 "," 51,527 ", -   ," 19,089 "," 51,527 ", -   ,,," 44,370 ", -   ,," 4,569 "," -4,680 ",," 14,664 "," 11,833 ",,,," 23,262 ",,-100%,30%,-10%,-100%,330%,30%,-100%,,,110%,-100%,,,,,,,,,,,,,,,
West Kordofan,SD18,Ghubaish,SD18021,,," 13,823 ", IDPs ," 6,912 "," 2,488 "," 9,787 "," 10,367 ", 997 ," 9,676 "," 8,038 "," 6,913 "," 6,912 "," 7,573 "," 13,316 ", -   ," 9,062 "," 13,292 "," 2,658 "," 4,074 "," 10,026 ", -   ,,," 13,292 "," 13,292 ",," 6,574 "," 3,505 "," -7,709 "," 3,077 ", 350 ,,,," 5,719 ", -24 ,-100%,260%,40%,-70%,310%,0%,-100%,,,80%,0%,,,,,,,,,,,,,,,
West Kordofan,SD18,An Nuhud,SD18022,,," 46,202 ", IDPs ," 23,101 "," 8,316 "," 32,711 "," 41,582 "," 2,733 "," 32,341 "," 26,866 "," 23,102 "," 23,101 "," 18,968 "," 43,786 ", -   ," 10,893 "," 55,912 "," 59,174 "," 13,604 "," 36,327 ", -   ,,," 25,889 "," 66,571 ",," 2,577 "," 23,201 "," 17,592 "," 10,871 "," 3,986 ",,,," 6,921 "," 22,785 ",-100%,30%,70%,40%,400%,10%,-100%,,,40%,50%,,,,,,,,,,,,,,,
West Kordofan,SD18,Abu Zabad,SD18028,,," 26,261 ", IDPs ," 13,131 "," 4,727 "," 18,593 "," 23,635 "," 1,885 "," 18,383 "," 15,271 "," 18,384 "," 13,131 "," 11,860 "," 25,043 ", -   ," 14,077 "," 24,012 "," 25,962 "," 6,435 "," 17,358 ", -   ,,," 7,289 "," 31,488 ",," 9,350 "," 5,419 "," 2,327 "," 4,550 "," -1,025 ",,,," -4,571 "," 6,445 ",-100%,200%,30%,10%,240%,-10%,-100%,,,-40%,30%,,,,,,,,,,,,,,,
West Kordofan,SD18,Wad Bandah,SD18029,,," 6,300 ", IDPs ," 3,150 "," 1,134 "," 4,460 "," 4,725 ", 384 ," 3,150 "," 3,663 "," 4,410 "," 3,150 "," 3,668 "," 5,734 ", -   ," 5,451 "," 11,242 "," 4,976 "," 2,460 "," 9,122 ", -   ,,," 6,131 "," 12,039 ",," 4,317 "," 6,782 ", 251 ," 2,076 "," 5,972 ",,,," 2,463 "," 6,305 ",-100%,380%,150%,10%,540%,190%,-100%,,,70%,110%,,,,,,,,,,,,,,,
West Kordofan,SD18,Keilak,SD18085,,," 13,758 ", IDPs ," 6,879 "," 2,476 "," 9,741 "," 8,255 ", 741 ," 6,879 "," 8,000 "," 6,880 "," 6,879 "," 10,962 "," 4,788 "," 12,613 "," 7,060 "," 13,397 "," 4,324 "," 3,313 "," 12,613 ", -   ,,," 15,015 "," 16,216 "," 5,734 "," 4,584 "," 3,656 "," -3,931 "," 2,572 "," 5,734 ",,,," 4,053 "," 11,428 ",80%,190%,40%,-50%,350%,80%,-100%,,,40%,240%,,,,,,,,,,,,,,,
West Kordofan,SD18,As Salam - WK,SD18086,,," 31,416 ", IDPs ," 15,708 "," 5,655 "," 22,243 "," 23,562 "," 1,324 "," 21,991 "," 18,269 "," 21,991 "," 15,708 "," 20,590 "," 16,848 ", -   ," 15,235 "," 23,303 "," 9,021 "," 6,912 "," 25,239 ", -   ,,," 33,827 "," 33,827 ",," 9,580 "," 1,060 "," -14,541 "," 5,588 "," 3,248 ",,,," 13,237 "," 16,979 ",-100%,170%,0%,-60%,420%,10%,-100%,,,60%,100%,,,,,,,,,,,,,,,
West Kordofan,SD18,Abyei,SD18087,,," 19,629 ", IDPs ," 13,741 "," 3,533 "," 13,897 "," 14,722 "," 1,121 "," 9,815 "," 11,061 "," 13,740 "," 9,815 "," 9,066 "," 16,744 "," 11,207 "," 5,673 "," 10,122 "," 16,632 "," 4,122 "," 8,665 ", -   ,,," 19,117 "," 19,117 "," -2,534 "," 2,140 "," -3,775 "," 1,910 "," 3,001 "," -1,150 ",,,," 10,051 "," 2,373 ",-20%,60%,-30%,10%,270%,-10%,-100%,,,110%,10%,,,,,,,,,,,,,,,
West Kordofan,SD18,As Sunut,SD18092,,," 8,359 ", IDPs ," 4,180 "," 1,505 "," 5,918 "," 5,015 ", 562 ," 4,180 "," 4,860 "," 4,180 "," 4,180 "," 4,314 "," 6,220 ", -   ," 4,367 "," 5,496 "," 5,496 "," 2,021 "," 5,496 ", -   ,,," 2,290 "," 5,496 ",," 2,862 ", -422 , 481 ," 1,459 "," 1,316 ",,,," -2,024 ", -724 ,-100%,190%,-10%,10%,260%,30%,-100%,,,-50%,-10%,,,,,,,,,,,,,,,
West Kordofan,SD18,Babanusa,SD18100,,," 34,417 ", IDPs ," 24,092 "," 6,195 "," 24,367 "," 25,813 "," 3,289 "," 24,092 "," 20,013 "," 17,209 "," 17,209 "," 27,581 "," 31,116 ", -   ," 12,240 "," 17,325 "," 6,653 "," 5,098 "," 13,861 ", -   ,,," 24,163 "," 24,163 ",," 6,045 "," -7,042 "," -19,160 "," 1,809 "," -10,231 ",,,," -3,418 "," -6,953 ",-100%,100%,-30%,-70%,60%,-40%,-100%,,,-10%,-20%,,,,,,,,,,,,,,,
West Kordofan,SD18,Al Lagowa,SD18102,,," 19,972 ", IDPs ," 9,986 "," 3,595 "," 14,140 "," 14,979 "," 1,153 "," 13,980 "," 11,614 "," 13,981 "," 9,986 "," 15,894 "," 19,571 ", -   ," 8,521 "," 19,627 "," 5,294 "," 4,057 "," 14,612 ", -   ,,," 19,852 "," 19,852 ",," 4,926 "," 5,487 "," -9,685 "," 2,904 ", 632 ,,,," 3,958 ", 281 ,-100%,140%,40%,-60%,250%,0%,-100%,,,20%,0%,,,,,,,,,,,,,,,
West Kordofan,SD18,Al Dibab,SD18103,,," 21,146 ", IDPs ," 10,573 "," 3,806 "," 14,971 "," 15,860 "," 3,236 "," 14,802 "," 12,296 "," 10,574 "," 10,573 "," 15,597 "," 18,283 ", -   ," 9,075 "," 18,033 "," 5,410 "," 4,146 "," 10,514 ", -   ,,," 20,286 "," 20,287 ",," 5,269 "," 3,062 "," -10,450 ", 910 ," -4,288 ",,,," 4,689 "," 2,004 ",-100%,140%,20%,-70%,30%,-30%,-100%,,,30%,10%,,,,,,,,,,,,,,,
West Kordofan,SD18,Al Idia,SD18104,,," 96,705 ", IDPs ," 48,353 "," 17,407 "," 68,467 "," 87,035 "," 6,614 "," 67,694 "," 56,234 "," 67,694 "," 48,353 "," 39,683 "," 90,168 ", -   ," 26,451 "," 59,463 "," 52,856 "," 12,151 "," 45,375 ", -   ,,," 59,463 "," 59,463 ",," 9,044 "," -9,004 "," -34,179 "," 5,537 "," -22,319 ",,,," 19,780 "," -30,705 ",-100%,50%,-10%,-40%,80%,-30%,-100%,,,50%,-30%,,,,,,,,,,,,,,,
West Kordofan,SD18,Al Khiwai,SD18105,,," 9,038 ", IDPs ," 4,519 "," 1,627 "," 6,399 "," 6,779 ", 557 ," 4,519 "," 5,256 "," 4,520 "," 4,519 "," 1,754 ", -   , -   ," 5,774 "," 12,289 "," 10,132 "," 2,511 "," 9,558 ", -   ,,," 10,809 "," 12,289 ",," 4,147 "," 5,890 "," 3,354 "," 1,954 "," 5,039 ",,,," 9,055 ",,-100%,250%,90%,50%,350%,110%,-100%,,,520%,,,,,,,,,,,,,,,,
West Kordofan,SD18,Al Meiram,SD18106,,," 8,023 ", IDPs ," 4,012 "," 1,444 "," 5,680 "," 7,221 "," 1,054 "," 4,012 "," 4,666 "," 5,616 "," 4,012 "," 5,917 ", -   , -   ," 2,635 "," 9,886 "," 8,787 "," 2,020 "," 5,492 ", -   ,,," 9,593 "," 9,886 ",," 1,191 "," 4,206 "," 1,566 ", 966 ," 1,480 ",,,," 3,676 ",,-100%,80%,70%,20%,90%,40%,-100%,,,60%,,,,,,,,,,,,,,,,
Khartoum,SD01,Jebel Awlia,SD01001,,," 1,244,104 ", Non-displaced , -   ," 223,939 "," 494,223 "," 416,439 "," 105,557 "," 283,502 "," 196,608 "," 122,566 "," 502,413 "," 113,294 "," 467,675 ", -   ," 226,903 "," 527,755 "," 802,222 "," 176,298 "," 728,757 ", -   ,,," 14,489 "," 344,256 ",," 2,964 "," 33,532 "," 385,783 "," 70,741 "," 445,255 ",,,," -98,805 "," -123,419 ",,0%,10%,90%,70%,160%,-100%,,,-90%,-30%,,,,,,,,,,,,,,,
Khartoum,SD01,Um Bada,SD01002,,," 1,552,820 ", Non-displaced , -   ," 279,508 "," 860,591 "," 517,345 "," 72,550 "," 274,068 "," 244,660 "," 151,174 "," 391,526 "," 347,518 "," 411,468 ", -   ," 199,862 "," 788,163 "," 885,718 "," 194,648 "," 572,946 ", -   ,,, -   ," 460,712 ",," -79,646 "," -72,428 "," 368,373 "," 122,098 "," 298,878 ",,,,," 49,244 ",,-30%,-10%,70%,170%,110%,-100%,,,-100%,10%,,,,,,,,,,,,,,,
Khartoum,SD01,Bahri,SD01003,,," 427,773 ", Non-displaced , -   ," 76,999 "," 195,737 "," 152,352 "," 31,634 "," 103,052 "," 70,375 "," 94,887 "," 262,711 "," 77,910 "," 158,128 ", -   ," 32,467 "," 139,713 "," 106,112 "," 40,175 "," 118,864 ", -   ,,," 19,811 "," 67,348 ",," -44,532 "," -56,024 "," -46,240 "," 8,541 "," 15,812 ",,,," -58,099 "," -90,780 ",,-60%,-30%,-30%,30%,20%,-100%,,,-70%,-60%,,,,,,,,,,,,,,,
Khartoum,SD01,Sharg An Neel,SD01004,,," 966,137 ", Non-displaced , -   ," 173,905 "," 428,358 "," 329,821 "," 61,704 "," 174,275 "," 154,624 "," 99,958 "," 395,370 "," 175,963 "," 228,990 ", -   ," 172,635 "," 408,984 "," 420,583 "," 142,568 "," 420,583 ", -   ,,," 52,726 "," 362,332 ",," -1,270 "," -19,374 "," 90,762 "," 80,864 "," 246,308 ",,,," -123,237 "," 133,342 ",,0%,0%,30%,130%,140%,-100%,,,-70%,60%,,,,,,,,,,,,,,,
Khartoum,SD01,Karrari,SD01005,,," 1,155,786 ", Non-displaced , -   ," 208,042 "," 464,801 "," 242,458 "," 49,820 "," 207,912 "," 184,611 "," 118,681 "," 472,001 "," 105,251 "," 388,737 ", -   ," 147,954 "," 514,806 "," 514,806 "," 145,486 "," 428,791 ", -   ,,," 23,913 "," 258,264 ",," -60,088 "," 50,005 "," 272,348 "," 95,666 "," 220,879 ",,,," -81,338 "," -130,473 ",,-30%,10%,110%,190%,110%,-100%,,,-80%,-30%,,,,,,,,,,,,,,,
Khartoum,SD01,Um Durman,SD01006,,," 340,839 ", Non-displaced , -   ," 61,351 "," 193,999 "," 117,754 "," 14,303 "," 79,898 "," 54,973 "," 36,306 "," 207,356 "," 77,596 "," 89,365 ", -   ," 48,741 "," 125,406 "," 137,263 "," 46,548 "," 137,263 ", -   ,,, -   ," 96,403 ",," -12,610 "," -68,593 "," 19,509 "," 32,245 "," 57,365 ",,,,," 7,038 ",,-20%,-40%,20%,230%,70%,-100%,,,-100%,10%,,,,,,,,,,,,,,,
Khartoum,SD01,Khartoum,SD01007,,," 93,628 ", Non-displaced , -   ," 16,853 "," 57,771 "," 36,033 "," 4,575 "," 24,189 "," 16,217 "," 12,715 "," 58,953 "," 21,316 "," 20,212 ", -   ," 6,852 "," 10,459 "," 24,748 "," 6,105 "," 25,290 ", -   ,,," 5,939 "," 15,734 ",," -10,001 "," -47,312 "," -11,285 "," 1,530 "," 1,101 ",,,," -15,377 "," -4,478 ",,-60%,-80%,-30%,30%,0%,-100%,,,-70%,-20%,,,,,,,,,,,,,,,
North Darfur,SD02,Dar As Salam,SD02113,,," 30,263 ", Non-displaced , -   ," 5,447 "," 28,188 "," 21,184 "," 5,212 "," 10,592 "," 6,322 "," 11,199 "," 7,566 "," 19,904 "," 29,791 ", -   ," 11,627 "," 27,526 "," 19,684 "," 5,976 "," 16,004 ", -   ,,, -   ," 27,526 ",," 6,180 ", -662 ," -1,500 ", 764 ," 5,412 ",,,,," -2,265 ",,110%,0%,-10%,10%,50%,-100%,,,-100%,-10%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Fasher,SD02114,,," 206,744 ", Non-displaced , -   ," 37,214 "," 206,744 "," 131,617 "," 33,228 "," 85,066 "," 51,558 "," 66,759 "," 134,096 "," 84,136 "," 141,961 ", -   ," 121,856 "," 292,269 "," 230,721 "," 58,045 "," 212,908 ", -   ,,," 99,616 "," 292,269 ",," 84,642 "," 85,525 "," 99,104 "," 24,817 "," 127,842 ",,,," 15,480 "," 150,308 ",,230%,40%,80%,70%,150%,-100%,,,20%,110%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Koma,SD02116,,," 33,474 ", Non-displaced , -   ," 6,025 "," 21,330 "," 19,751 "," 4,781 "," 5,440 "," 4,951 "," 1,910 "," 4,854 "," 9,241 "," 11,970 ", -   ," 2,425 "," 6,092 "," 5,310 "," 1,239 "," 4,646 ", -   ,,," 1,991 "," 6,092 ",," -3,600 "," -15,238 "," -14,441 "," -3,542 ", -794 ,,,," -7,250 "," -5,878 ",,-60%,-70%,-70%,-70%,-10%,-100%,,,-80%,-50%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Malha,SD02117,,," 127,505 ", Non-displaced , -   ," 22,951 "," 67,791 "," 44,391 "," 17,519 "," 16,720 "," 16,075 "," 1,401 "," 13,689 "," 1,246 "," 95,980 ", -   ," 5,278 "," 12,683 "," 3,540 "," 2,753 "," 10,324 ", -   ,,, 819 ," 12,683 ",," -17,673 "," -55,108 "," -40,851 "," -14,766 "," -6,396 ",,,, -427 ," -83,297 ",,-80%,-80%,-90%,-80%,-40%,-100%,,,-30%,-90%,,,,,,,,,,,,,,,
North Darfur,SD02,As Serief,SD02118,,," 80,309 ", Non-displaced , -   ," 14,456 "," 46,539 "," 20,638 "," 10,917 "," 11,673 "," 10,920 "," 3,588 ", -   ," 9,042 "," 45,397 ", -   ," 26,825 "," 60,645 "," 16,730 "," 13,013 "," 48,795 ", -   ,,," 39,563 "," 60,645 ",," 12,369 "," 14,106 "," -3,908 "," 2,096 "," 37,122 ",,,," 30,521 "," 15,248 ",,90%,30%,-20%,20%,320%,-100%,,,340%,30%,,,,,,,,,,,,,,,
North Darfur,SD02,At Tawisha,SD02119,,," 147,230 ", Non-displaced , -   ," 26,501 "," 70,210 "," 30,127 "," 28,913 "," 18,648 "," 23,273 "," 1,512 "," 15,015 "," 1,725 "," 17,401 ", -   ," 51,530 "," 102,749 "," 30,444 "," 23,680 "," 83,566 ", -   ,,," 86,118 "," 102,749 ",," 25,029 "," 32,539 ", 317 ," -5,233 "," 64,918 ",,,," 84,393 "," 85,348 ",,90%,50%,0%,-20%,350%,-100%,,,4890%,490%,,,,,,,,,,,,,,,
North Darfur,SD02,Um Baru,SD02120,,," 162,709 ", Non-displaced , -   ," 29,288 "," 70,844 "," 33,018 "," 9,549 "," 20,509 "," 19,936 "," 5,005 "," 16,475 ", 231 ," 88,127 ", -   ," 52,273 "," 113,487 "," 31,671 "," 24,635 "," 90,350 ", -   ,,," 12,909 "," 113,487 ",," 22,985 "," 42,643 "," -1,347 "," 15,086 "," 69,841 ",,,," 12,678 "," 25,360 ",,80%,60%,0%,160%,340%,-100%,,,5490%,30%,,,,,,,,,,,,,,,
North Darfur,SD02,Kebkabiya,SD02124,,," 162,730 ", Non-displaced , -   ," 29,291 "," 117,870 "," 84,246 "," 19,327 "," 42,925 "," 34,726 "," 18,870 "," 28,657 "," 78,613 "," 98,803 ", -   ," 4,931 "," 13,961 "," 10,778 "," 2,896 "," 13,961 ", -   ,,," 13,260 "," 12,720 ",," -24,360 "," -103,909 "," -73,468 "," -16,431 "," -28,964 ",,,," -65,353 "," -86,083 ",,-80%,-90%,-90%,-90%,-70%,-100%,,,-80%,-90%,,,,,,,,,,,,,,,
North Darfur,SD02,Kelemando,SD02126,,," 22,246 ", Non-displaced , -   ," 4,004 "," 16,932 "," 12,237 "," 3,060 "," 6,208 "," 3,862 "," 2,835 "," 4,209 "," 3,791 "," 11,784 ", -   ," 26,428 "," 74,236 "," 21,185 "," 16,479 "," 61,790 ", -   ,,," 19,703 "," 69,734 ",," 22,424 "," 57,304 "," 8,948 "," 13,419 "," 55,582 ",,,," 15,912 "," 57,950 ",,560%,340%,70%,440%,900%,-100%,,,420%,490%,,,,,,,,,,,,,,,
North Darfur,SD02,Kutum,SD02128,,," 122,856 ", Non-displaced , -   ," 22,114 "," 122,856 "," 85,999 "," 14,926 "," 43,000 "," 25,662 "," 45,459 "," 30,714 "," 109,172 "," 74,758 ", -   ," 10,464 "," 24,125 "," 6,514 "," 5,066 "," 24,426 ", -   ,,," 14,073 "," 22,614 ",," -11,650 "," -98,731 "," -79,485 "," -9,860 "," -18,574 ",,,," -95,099 "," -52,144 ",,-50%,-80%,-90%,-70%,-40%,-100%,,,-90%,-70%,,,,,,,,,,,,,,,
North Darfur,SD02,Melit,SD02129,,," 191,855 ", Non-displaced , -   ," 34,534 "," 117,714 "," 80,620 "," 27,731 "," 41,761 "," 35,282 "," 31,094 "," 26,203 "," 33,903 "," 93,607 ", -   ," 56,397 "," 142,543 "," 36,690 "," 28,539 "," 128,864 ", -   ,,," 87,557 "," 142,543 ",," 21,863 "," 24,829 "," -43,930 ", 808 ," 87,103 ",,,," 53,654 "," 48,936 ",,60%,20%,-50%,0%,210%,-100%,,,160%,50%,,,,,,,,,,,,,,,
North Darfur,SD02,Saraf Omra,SD02133,,," 172,070 ", Non-displaced , -   ," 30,973 "," 115,268 "," 80,838 "," 23,389 "," 41,489 "," 34,225 "," 34,229 "," 26,959 "," 70,603 "," 144,235 ", -   ," 31,222 "," 116,021 "," 32,574 "," 25,337 "," 82,327 ", -   ,,," 99,182 "," 116,021 ",, 249 , 753 ," -48,264 "," 1,948 "," 40,838 ",,,," 28,579 "," -28,214 ",,0%,0%,-60%,10%,100%,-100%,,,40%,-20%,,,,,,,,,,,,,,,
North Darfur,SD02,Um Kadadah,SD02136,,," 149,816 ", Non-displaced , -   ," 26,967 "," 92,808 "," 63,736 "," 22,392 "," 32,980 "," 21,612 "," 24,862 "," 20,778 "," 33,537 "," 79,048 ", -   ," 50,161 "," 103,676 "," 70,846 "," 21,505 "," 103,676 ", -   ,,," 11,331 "," 100,221 ",," 23,194 "," 10,868 "," 7,110 ", -887 ," 70,696 ",,,," -22,206 "," 21,173 ",,90%,10%,10%,0%,210%,-100%,,,-70%,30%,,,,,,,,,,,,,,,
North Darfur,SD02,Kernoi,SD02168,,," 143,535 ", Non-displaced , -   ," 25,836 "," 62,640 "," 47,960 "," 19,080 "," 18,142 "," 17,623 "," 7,388 "," 14,594 "," 1,479 "," 72,805 ", -   ," 48,137 "," 105,105 "," 29,453 "," 22,910 "," 83,533 ", -   ,,," 2,383 "," 105,105 ",," 22,301 "," 42,465 "," -18,507 "," 3,830 "," 65,391 ",,,, 904 ," 32,300 ",,90%,70%,-40%,20%,360%,-100%,,,60%,40%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Lait,SD02169,,," 155,896 ", Non-displaced , -   ," 28,061 "," 86,101 "," 63,420 "," 26,474 "," 23,533 "," 21,806 "," 12,005 "," 20,444 "," 20,987 "," 123,777 ", -   ," 46,826 "," 108,940 "," 89,821 "," 22,597 "," 79,378 ", -   ,,," 108,940 "," 90,784 ",," 18,765 "," 22,839 "," 26,401 "," -3,877 "," 55,845 ",,,," 87,953 "," -32,993 ",,70%,30%,40%,-10%,240%,-100%,,,420%,-30%,,,,,,,,,,,,,,,
North Darfur,SD02,Tawila,SD02170,,, -   , Non-displaced , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 15,770 "," 53,455 "," 50,537 "," 11,793 "," 31,586 ", -   ,,, -   ," 53,455 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Darfur,SD02,At Tina,SD02171,,," 46,834 ", Non-displaced , -   ," 8,430 "," 22,168 "," 11,252 "," 6,281 "," 6,527 "," 6,173 "," 5,933 "," 5,491 "," 7,217 "," 36,057 ", -   , 319 ," 26,016 "," 11,562 "," 8,994 "," 24,089 ", -   ,,," 1,947 "," 26,016 ",," -8,111 "," 3,848 ", 310 ," 2,713 "," 17,562 ",,,," -5,270 "," -10,041 ",,-100%,20%,0%,40%,270%,-100%,,,-70%,-30%,,,,,,,,,,,,,,,
South Darfur,SD03,Al Radoum,SD03141,,," 81,813 ", Non-displaced , -   ," 15,085 "," 51,999 "," 44,945 "," 4,617 "," 16,316 "," 14,275 "," 10,266 "," 15,389 "," 13,594 "," 58,250 ", -   ," 4,567 "," 16,045 "," 4,352 "," 3,385 "," 9,066 ", -   ,,, -   ," 16,045 ",," -10,518 "," -35,954 "," -40,593 "," -1,232 "," -7,250 ",,,,," -42,205 ",,-70%,-70%,-90%,-30%,-40%,-100%,,,-100%,-70%,,,,,,,,,,,,,,,
South Darfur,SD03,Ed Al Fursan,SD03143,,," 178,995 ", Non-displaced , -   ," 32,219 "," 89,334 "," 71,479 "," 11,744 "," 37,193 "," 24,722 "," 13,312 ", -   ," 20,124 "," 110,577 ", -   ," 18,088 "," 40,723 "," 34,264 "," 10,661 "," 28,554 ", -   ,,," 32,561 "," 39,975 ",," -14,131 "," -48,611 "," -37,215 "," -1,083 "," -8,639 ",,,," 12,437 "," -70,602 ",,-40%,-50%,-50%,-10%,-20%,-100%,,,60%,-60%,,,,,,,,,,,,,,,
South Darfur,SD03,Kas,SD03144,,," 171,331 ", Non-displaced , -   ," 30,840 "," 163,519 "," 113,504 "," 19,508 "," 56,925 "," 34,275 "," 101,838 "," 40,227 "," 108,483 "," 124,336 ", -   ," 36,147 "," 113,852 "," 87,853 "," 26,668 "," 70,723 ", -   ,,," 23,040 "," 104,481 ",," 5,308 "," -49,667 "," -25,651 "," 7,160 "," 13,798 ",,,," -85,443 "," -19,855 ",,20%,-30%,-20%,40%,20%,-100%,,,-80%,-20%,,,,,,,,,,,,,,,
South Darfur,SD03,Mershing,SD03145,,, 525 , Non-displaced , -   , 95 , 525 , 420 , 39 , 184 , 141 , 337 , 131 , 279 , 317 , -   ," 2,668 "," 6,946 "," 6,946 "," 1,621 "," 4,341 ", -   ,,," 4,675 "," 6,689 ",," 2,574 "," 6,421 "," 6,526 "," 1,582 "," 4,157 ",,,," 4,396 "," 6,372 ",,2720%,1220%,1550%,4060%,2260%,-100%,,,1580%,2010%,,,,,,,,,,,,,,,
South Darfur,SD03,Um Dafoug,SD03146,,," 64,669 ", Non-displaced , -   ," 11,640 "," 30,483 "," 15,411 "," 2,514 "," 8,969 "," 8,494 "," 4,155 "," 7,529 "," 5,737 "," 49,696 ", -   ," 18,910 ", -   ," 11,576 "," 9,005 "," 24,081 ", -   ,,," 2,495 "," 24,081 ",," 7,270 ",," -3,835 "," 6,491 "," 15,112 ",,,," -3,242 "," -25,615 ",,60%,-100%,-20%,260%,170%,-100%,,,-60%,-50%,,,,,,,,,,,,,,,
South Darfur,SD03,Sharg Aj Jabal,SD03147,,, -   , Non-displaced , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 27,036 "," 157,965 "," 123,492 "," 31,067 "," 115,910 ", -   ,,," 52,006 "," 157,965 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Tulus,SD03149,,," 351,078 ", Non-displaced , -   ," 63,194 "," 188,153 "," 123,542 "," 37,392 "," 46,482 "," 44,571 "," 20,257 ", -   ," 4,415 "," 108,104 ", -   ," 57,110 "," 252,684 ", -   ," 57,950 "," 154,409 ", -   ,,," 164,341 "," 252,684 ",," -6,084 "," 64,531 ",," 20,558 "," 107,927 ",,,," 159,926 "," 144,580 ",,-10%,30%,-100%,50%,230%,-100%,,,3620%,130%,,,,,,,,,,,,,,,
